0.9700924,0.2022452,-9.098116E-05;0.8019061,0.247486,-0.1622629;0.6446487,0.3347574,-0.2062851;0.4763266,0.4168171,-0.1977752;0.3446759,0.4865493,-0.1766217;0.9541867,0.4780374,-0.1801582;0.6598391,0.5620657,-0.1879997;0.4693277,0.550748,-0.1926262;0.3673257,0.5236506,-0.1855019;0.9598276,0.4962942,-0.07904804;0.6482177,0.5897076,-0.09085708;0.4605964,0.5698537,-0.09791142;0.3565328,0.5328181,-0.1003224;0.927564,0.4949982,0.01614544;0.6674192,0.5754721,0.003491335;0.5046796,0.5558253,-0.02396861;0.406966,0.5198278,-0.03642428;0.8720704,0.4813654,0.09836935;0.6750963,0.5272137,0.08147044;0.5585141,0.5177221,0.05328412;0.4818026,0.4942576,0.03753366;
0.9700924,0.2022452,-9.098116E-05;0.8019061,0.247486,-0.1622629;0.6446487,0.3347574,-0.2062851;0.4763266,0.4168171,-0.1977752;0.3446759,0.4865493,-0.1766217;0.9541867,0.4780374,-0.1801582;0.6598391,0.5620657,-0.1879997;0.4693277,0.550748,-0.1926262;0.3673257,0.5236506,-0.1855019;0.9598276,0.4962942,-0.07904804;0.6482177,0.5897076,-0.09085708;0.4605964,0.5698537,-0.09791142;0.3565328,0.5328181,-0.1003224;0.927564,0.4949982,0.01614544;0.6674192,0.5754721,0.003491335;0.5046796,0.5558253,-0.02396861;0.406966,0.5198278,-0.03642428;0.8720704,0.4813654,0.09836935;0.6750963,0.5272137,0.08147044;0.5585141,0.5177221,0.05328412;0.4818026,0.4942576,0.03753366;
0.9699234,0.2062255,-9.76714E-05;0.7977943,0.2485431,-0.1562193;0.6376265,0.3337048,-0.1996508;0.4702777,0.4164507,-0.1928642;0.3395529,0.4857346,-0.1735108;0.9474478,0.4782769,-0.1763106;0.6498784,0.5627829,-0.1800277;0.4628026,0.5522254,-0.1801693;0.3621304,0.5262205,-0.1692165;0.9590557,0.4992819,-0.07727213;0.6453354,0.5931582,-0.08626188;0.4608774,0.5717722,-0.08857485;0.3592257,0.5339168,-0.08637781;0.9325404,0.4988353,0.01599705;0.6690965,0.5785937,0.005672791;0.5094728,0.5566537,-0.0160402;0.4143431,0.520518,-0.02443336;0.882779,0.4860811,0.09674672;0.679566,0.5305685,0.08300198;0.5648562,0.5186459,0.06001917;0.4930542,0.4936958,0.04877903;
0.9699234,0.2062255,-9.76714E-05;0.7977943,0.2485431,-0.1562193;0.6376265,0.3337048,-0.1996508;0.4702777,0.4164507,-0.1928642;0.3395529,0.4857346,-0.1735108;0.9474478,0.4782769,-0.1763106;0.6498784,0.5627829,-0.1800277;0.4628026,0.5522254,-0.1801693;0.3621304,0.5262205,-0.1692165;0.9590557,0.4992819,-0.07727213;0.6453354,0.5931582,-0.08626188;0.4608774,0.5717722,-0.08857485;0.3592257,0.5339168,-0.08637781;0.9325404,0.4988353,0.01599705;0.6690965,0.5785937,0.005672791;0.5094728,0.5566537,-0.0160402;0.4143431,0.520518,-0.02443336;0.882779,0.4860811,0.09674672;0.679566,0.5305685,0.08300198;0.5648562,0.5186459,0.06001917;0.4930542,0.4936958,0.04877903;
0.9760857,0.2019919,-5.88133E-05;0.8001722,0.242731,-0.1595447;0.6358871,0.3330796,-0.2037177;0.4686618,0.4189522,-0.1972857;0.3339644,0.4900279,-0.1794385;0.9457249,0.4775827,-0.1814074;0.6479658,0.5628034,-0.1844653;0.4598649,0.5507931,-0.1805896;0.3593093,0.5251422,-0.1660721;0.9635348,0.4974808,-0.08097145;0.6446251,0.5922452,-0.08698773;0.4610457,0.5691475,-0.08454295;0.3608397,0.5314327,-0.07878301;0.9424492,0.4956231,0.01343431;0.6713118,0.5768524,0.005168106;0.5107008,0.5524818,-0.01067568;0.4168204,0.5155803,-0.01630681;0.8959624,0.4822501,0.09481651;0.6862335,0.527801,0.08212136;0.5721037,0.5142429,0.06293379;0.5022177,0.4887308,0.05459357;
0.9760857,0.2019919,-5.88133E-05;0.8001722,0.242731,-0.1595447;0.6358871,0.3330796,-0.2037177;0.4686618,0.4189522,-0.1972857;0.3339644,0.4900279,-0.1794385;0.9457249,0.4775827,-0.1814074;0.6479658,0.5628034,-0.1844653;0.4598649,0.5507931,-0.1805896;0.3593093,0.5251422,-0.1660721;0.9635348,0.4974808,-0.08097145;0.6446251,0.5922452,-0.08698773;0.4610457,0.5691475,-0.08454295;0.3608397,0.5314327,-0.07878301;0.9424492,0.4956231,0.01343431;0.6713118,0.5768524,0.005168106;0.5107008,0.5524818,-0.01067568;0.4168204,0.5155803,-0.01630681;0.8959624,0.4822501,0.09481651;0.6862335,0.527801,0.08212136;0.5721037,0.5142429,0.06293379;0.5022177,0.4887308,0.05459357;
0.9673977,0.2063554,-0.000101103;0.7760577,0.2482951,-0.1445861;0.6095116,0.338029,-0.181538;0.4449863,0.4223582,-0.1736153;0.3127119,0.4900425,-0.1538271;0.9158058,0.4804056,-0.1521914;0.6284696,0.5667745,-0.1475327;0.4469679,0.5575976,-0.1392501;0.3465881,0.5335048,-0.1233606;0.9443429,0.5006271,-0.05627168;0.6416634,0.5931363,-0.0555844;0.4606,0.5729854,-0.05282393;0.3570846,0.5349568,-0.04632146;0.9325023,0.4969985,0.0336118;0.6752951,0.5745602,0.03137245;0.5159832,0.5545926,0.01396356;0.4159344,0.5181655,0.009111333;0.8942272,0.4815388,0.1115205;0.6931334,0.526207,0.1028289;0.5766066,0.5157269,0.08089721;0.5007712,0.489691,0.0712151;
0.9673977,0.2063554,-0.000101103;0.7760577,0.2482951,-0.1445861;0.6095116,0.338029,-0.181538;0.4449863,0.4223582,-0.1736153;0.3127119,0.4900425,-0.1538271;0.9158058,0.4804056,-0.1521914;0.6284696,0.5667745,-0.1475327;0.4469679,0.5575976,-0.1392501;0.3465881,0.5335048,-0.1233606;0.9443429,0.5006271,-0.05627168;0.6416634,0.5931363,-0.0555844;0.4606,0.5729854,-0.05282393;0.3570846,0.5349568,-0.04632146;0.9325023,0.4969985,0.0336118;0.6752951,0.5745602,0.03137245;0.5159832,0.5545926,0.01396356;0.4159344,0.5181655,0.009111333;0.8942272,0.4815388,0.1115205;0.6931334,0.526207,0.1028289;0.5766066,0.5157269,0.08089721;0.5007712,0.489691,0.0712151;
0.9453853,0.2015644,-8.665374E-05;0.7777067,0.2468539,-0.1624469;0.6186213,0.3343535,-0.2068243;0.4556402,0.4173576,-0.2011655;0.3282418,0.4882362,-0.1855318;0.9286442,0.4788251,-0.1758455;0.6370505,0.564119,-0.1821932;0.4496049,0.5523688,-0.1838554;0.3490732,0.5252675,-0.1739963;0.9397565,0.4976541,-0.07430605;0.6363562,0.5925527,-0.08094306;0.4557821,0.5703517,-0.08394594;0.3560263,0.5329093,-0.08313885;0.9141641,0.4951685,0.02132066;0.6587614,0.5743539,0.01270138;0.5053548,0.551313,-0.009154854;0.4146051,0.5145401,-0.01658305;0.8657674,0.4809064,0.1030949;0.6672226,0.5214765,0.08910623;0.5594358,0.5073754,0.06399753;0.4928481,0.4817667,0.0537031;
0.9453853,0.2015644,-8.665374E-05;0.7777067,0.2468539,-0.1624469;0.6186213,0.3343535,-0.2068243;0.4556402,0.4173576,-0.2011655;0.3282418,0.4882362,-0.1855318;0.9286442,0.4788251,-0.1758455;0.6370505,0.564119,-0.1821932;0.4496049,0.5523688,-0.1838554;0.3490732,0.5252675,-0.1739963;0.9397565,0.4976541,-0.07430605;0.6363562,0.5925527,-0.08094306;0.4557821,0.5703517,-0.08394594;0.3560263,0.5329093,-0.08313885;0.9141641,0.4951685,0.02132066;0.6587614,0.5743539,0.01270138;0.5053548,0.551313,-0.009154854;0.4146051,0.5145401,-0.01658305;0.8657674,0.4809064,0.1030949;0.6672226,0.5214765,0.08910623;0.5594358,0.5073754,0.06399753;0.4928481,0.4817667,0.0537031;
0.9453853,0.2015644,-8.665374E-05;0.7777067,0.2468539,-0.1624469;0.6186213,0.3343535,-0.2068243;0.4556402,0.4173576,-0.2011655;0.3282418,0.4882362,-0.1855318;0.9286442,0.4788251,-0.1758455;0.6370505,0.564119,-0.1821932;0.4496049,0.5523688,-0.1838554;0.3490732,0.5252675,-0.1739963;0.9397565,0.4976541,-0.07430605;0.6363562,0.5925527,-0.08094306;0.4557821,0.5703517,-0.08394594;0.3560263,0.5329093,-0.08313885;0.9141641,0.4951685,0.02132066;0.6587614,0.5743539,0.01270138;0.5053548,0.551313,-0.009154854;0.4146051,0.5145401,-0.01658305;0.8657674,0.4809064,0.1030949;0.6672226,0.5214765,0.08910623;0.5594358,0.5073754,0.06399753;0.4928481,0.4817667,0.0537031;
0.9521196,0.1991659,-8.700112E-05;0.7809627,0.2430343,-0.1576341;0.6193083,0.3302434,-0.1998927;0.450878,0.4121535,-0.1929667;0.3246333,0.4828823,-0.1722293;0.9277652,0.4760405,-0.1672405;0.6303585,0.5617075,-0.1759491;0.4441994,0.5508439,-0.1816751;0.3444279,0.5241483,-0.1751721;0.9341007,0.495215,-0.06892385;0.6337354,0.5901899,-0.0812299;0.44797,0.5680841,-0.08973758;0.349547,0.5310201,-0.09258588;0.9058573,0.4921988,0.02259515;0.6605462,0.5757328,0.007953874;0.4989232,0.554768,-0.01947106;0.4015546,0.5195292,-0.03302888;0.8569334,0.4778033,0.1017236;0.6677409,0.5259178,0.08537622;0.5530874,0.5181792,0.05743592;0.4776759,0.4983825,0.04195595;
0.9521196,0.1991659,-8.700112E-05;0.7809627,0.2430343,-0.1576341;0.6193083,0.3302434,-0.1998927;0.450878,0.4121535,-0.1929667;0.3246333,0.4828823,-0.1722293;0.9277652,0.4760405,-0.1672405;0.6303585,0.5617075,-0.1759491;0.4441994,0.5508439,-0.1816751;0.3444279,0.5241483,-0.1751721;0.9341007,0.495215,-0.06892385;0.6337354,0.5901899,-0.0812299;0.44797,0.5680841,-0.08973758;0.349547,0.5310201,-0.09258588;0.9058573,0.4921988,0.02259515;0.6605462,0.5757328,0.007953874;0.4989232,0.554768,-0.01947106;0.4015546,0.5195292,-0.03302888;0.8569334,0.4778033,0.1017236;0.6677409,0.5259178,0.08537622;0.5530874,0.5181792,0.05743592;0.4776759,0.4983825,0.04195595;
0.9521196,0.1991659,-8.700112E-05;0.7809627,0.2430343,-0.1576341;0.6193083,0.3302434,-0.1998927;0.450878,0.4121535,-0.1929667;0.3246333,0.4828823,-0.1722293;0.9277652,0.4760405,-0.1672405;0.6303585,0.5617075,-0.1759491;0.4441994,0.5508439,-0.1816751;0.3444279,0.5241483,-0.1751721;0.9341007,0.495215,-0.06892385;0.6337354,0.5901899,-0.0812299;0.44797,0.5680841,-0.08973758;0.349547,0.5310201,-0.09258588;0.9058573,0.4921988,0.02259515;0.6605462,0.5757328,0.007953874;0.4989232,0.554768,-0.01947106;0.4015546,0.5195292,-0.03302888;0.8569334,0.4778033,0.1017236;0.6677409,0.5259178,0.08537622;0.5530874,0.5181792,0.05743592;0.4776759,0.4983825,0.04195595;
0.9713017,0.1898081,-8.036316E-05;0.79847,0.2350444,-0.1549195;0.6362066,0.3226775,-0.1934171;0.4707588,0.4029661,-0.1819046;0.3452319,0.4715874,-0.1558841;0.9373423,0.4653811,-0.1694734;0.6426798,0.5551806,-0.1729798;0.4558584,0.5428831,-0.1742983;0.3593411,0.5163538,-0.1648596;0.955489,0.4840866,-0.07126085;0.649218,0.5844426,-0.07873293;0.4651084,0.5619473,-0.08250515;0.3695751,0.5246964,-0.08441719;0.934926,0.4810647,0.02193876;0.6843826,0.5689219,0.01423469;0.5226172,0.5477707,-0.00812646;0.4260109,0.5116741,-0.01707989;0.8909907,0.4668549,0.1022784;0.701092,0.5185986,0.0926506;0.5843619,0.5114235,0.06674869;0.5067905,0.4905534,0.05335596;
0.9713017,0.1898081,-8.036316E-05;0.79847,0.2350444,-0.1549195;0.6362066,0.3226775,-0.1934171;0.4707588,0.4029661,-0.1819046;0.3452319,0.4715874,-0.1558841;0.9373423,0.4653811,-0.1694734;0.6426798,0.5551806,-0.1729798;0.4558584,0.5428831,-0.1742983;0.3593411,0.5163538,-0.1648596;0.955489,0.4840866,-0.07126085;0.649218,0.5844426,-0.07873293;0.4651084,0.5619473,-0.08250515;0.3695751,0.5246964,-0.08441719;0.934926,0.4810647,0.02193876;0.6843826,0.5689219,0.01423469;0.5226172,0.5477707,-0.00812646;0.4260109,0.5116741,-0.01707989;0.8909907,0.4668549,0.1022784;0.701092,0.5185986,0.0926506;0.5843619,0.5114235,0.06674869;0.5067905,0.4905534,0.05335596;
0.9857154,0.1882023,-9.760786E-05;0.8001643,0.2336757,-0.1574309;0.6313197,0.3244094,-0.1956608;0.4662423,0.4072863,-0.18523;0.3425321,0.4772756,-0.1627527;0.9360632,0.4690001,-0.168177;0.6379845,0.5566403,-0.1647686;0.454782,0.5454472,-0.1571217;0.3603086,0.5195667,-0.140618;0.9537249,0.4872036,-0.06712537;0.6447459,0.5817399,-0.0662816;0.4652662,0.5600388,-0.06396443;0.3706702,0.5216095,-0.05945576;0.9329177,0.4826753,0.02784369;0.6709654,0.5611992,0.02577204;0.5158725,0.5374377,0.007936066;0.4253615,0.4990133,0.002416735;0.8871117,0.4669667,0.109307;0.6809341,0.5048576,0.09870582;0.5710142,0.4899769,0.0750174;0.5047389,0.4624296,0.06446674;
0.9857154,0.1882023,-9.760786E-05;0.8001643,0.2336757,-0.1574309;0.6313197,0.3244094,-0.1956608;0.4662423,0.4072863,-0.18523;0.3425321,0.4772756,-0.1627527;0.9360632,0.4690001,-0.168177;0.6379845,0.5566403,-0.1647686;0.454782,0.5454472,-0.1571217;0.3603086,0.5195667,-0.140618;0.9537249,0.4872036,-0.06712537;0.6447459,0.5817399,-0.0662816;0.4652662,0.5600388,-0.06396443;0.3706702,0.5216095,-0.05945576;0.9329177,0.4826753,0.02784369;0.6709654,0.5611992,0.02577204;0.5158725,0.5374377,0.007936066;0.4253615,0.4990133,0.002416735;0.8871117,0.4669667,0.109307;0.6809341,0.5048576,0.09870582;0.5710142,0.4899769,0.0750174;0.5047389,0.4624296,0.06446674;
0.9825076,0.197369,-9.165842E-05;0.784623,0.2406576,-0.1466039;0.6223594,0.3289853,-0.1836779;0.4665658,0.4117624,-0.1743501;0.3360499,0.4793547,-0.1559898;0.9271277,0.4752563,-0.1634406;0.6272505,0.5603499,-0.1547064;0.447036,0.5454875,-0.1449513;0.3550575,0.51645,-0.1275132;0.9596609,0.498361,-0.06593545;0.6474229,0.5891178,-0.06448405;0.463843,0.567507,-0.0577162;0.360406,0.5272551,-0.04938353;0.9469859,0.4969302,0.02744255;0.6902143,0.5744997,0.02703439;0.5248041,0.5552555,0.01439775;0.4167472,0.516072,0.01354667;0.9042853,0.482997,0.1079632;0.7084618,0.5308199,0.1013704;0.5846972,0.5221545,0.08208304;0.4964781,0.4949276,0.07490417;
0.9825076,0.197369,-9.165842E-05;0.784623,0.2406576,-0.1466039;0.6223594,0.3289853,-0.1836779;0.4665658,0.4117624,-0.1743501;0.3360499,0.4793547,-0.1559898;0.9271277,0.4752563,-0.1634406;0.6272505,0.5603499,-0.1547064;0.447036,0.5454875,-0.1449513;0.3550575,0.51645,-0.1275132;0.9596609,0.498361,-0.06593545;0.6474229,0.5891178,-0.06448405;0.463843,0.567507,-0.0577162;0.360406,0.5272551,-0.04938353;0.9469859,0.4969302,0.02744255;0.6902143,0.5744997,0.02703439;0.5248041,0.5552555,0.01439775;0.4167472,0.516072,0.01354667;0.9042853,0.482997,0.1079632;0.7084618,0.5308199,0.1013704;0.5846972,0.5221545,0.08208304;0.4964781,0.4949276,0.07490417;
0.9825076,0.197369,-9.165842E-05;0.784623,0.2406576,-0.1466039;0.6223594,0.3289853,-0.1836779;0.4665658,0.4117624,-0.1743501;0.3360499,0.4793547,-0.1559898;0.9271277,0.4752563,-0.1634406;0.6272505,0.5603499,-0.1547064;0.447036,0.5454875,-0.1449513;0.3550575,0.51645,-0.1275132;0.9596609,0.498361,-0.06593545;0.6474229,0.5891178,-0.06448405;0.463843,0.567507,-0.0577162;0.360406,0.5272551,-0.04938353;0.9469859,0.4969302,0.02744255;0.6902143,0.5744997,0.02703439;0.5248041,0.5552555,0.01439775;0.4167472,0.516072,0.01354667;0.9042853,0.482997,0.1079632;0.7084618,0.5308199,0.1013704;0.5846972,0.5221545,0.08208304;0.4964781,0.4949276,0.07490417;
